case_id,transaction_id,a_record_count,a_recon_references,a_source_systems,a_account_id,a_booking_date,a_amount,a_currency,a_status,b_record_count,b_recon_references,b_source_systems,b_account_id,b_booking_date,b_amount,b_currency,b_status,amount_difference,absolute_amount_difference,break_type,primary_break_category,is_break,severity,reconciliation_status,case_age_days,case_status,case_owner,recommended_action
REC-CASE-000001,TXN00000062,1,REC-A-TXN00000062,PaymentProcessorA,ACC000738,2026-06-13,142.06,GBP,Completed,2,REC-B-TXN00000062; REC-B-TXN00000062-DUP,CoreBankingB,ACC000738,2026-06-13,142.06,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,22,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000002,TXN00000694,1,REC-A-TXN00000694,PaymentProcessorA,ACC001262,2026-03-19,51.81,GBP,Completed,2,REC-B-TXN00000694; REC-B-TXN00000694-DUP,CoreBankingB,ACC001262,2026-03-19,51.81,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,108,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000003,TXN00001311,1,REC-A-TXN00001311,PaymentProcessorA,ACC000770,2026-02-23,1702.82,GBP,Completed,2,REC-B-TXN00001311; REC-B-TXN00001311-DUP,CoreBankingB,ACC000770,2026-02-23,1702.82,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,132,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000004,TXN00001563,1,REC-A-TXN00001563,PaymentProcessorA,ACC000789,2026-05-28,85.86,GBP,Completed,2,REC-B-TXN00001563; REC-B-TXN00001563-DUP,CoreBankingB,ACC000789,2026-05-28,85.86,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,38,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000005,TXN00001741,1,REC-A-TXN00001741,PaymentProcessorA,ACC000078,2026-02-08,183.5,GBP,Completed,2,REC-B-TXN00001741; REC-B-TXN00001741-DUP,CoreBankingB,ACC000078,2026-02-08,183.5,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,147,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000006,TXN00001982,1,REC-A-TXN00001982,PaymentProcessorA,ACC000132,2026-03-12,33.01,GBP,Completed,2,REC-B-TXN00001982; REC-B-TXN00001982-DUP,CoreBankingB,ACC000132,2026-03-12,33.01,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,115,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000007,TXN00002237,1,REC-A-TXN00002237,PaymentProcessorA,ACC001274,2026-04-28,85.55,GBP,Completed,2,REC-B-TXN00002237; REC-B-TXN00002237-DUP,CoreBankingB,ACC001274,2026-04-28,85.55,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,68,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000008,TXN00002250,1,REC-A-TXN00002250,PaymentProcessorA,ACC000966,2026-01-16,21.63,GBP,Completed,2,REC-B-TXN00002250; REC-B-TXN00002250-DUP,CoreBankingB,ACC000966,2026-01-16,21.63,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,170,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000009,TXN00002336,1,REC-A-TXN00002336,PaymentProcessorA,ACC001084,2026-06-26,13.2,GBP,Completed,2,REC-B-TXN00002336; REC-B-TXN00002336-DUP,CoreBankingB,ACC001084,2026-06-26,13.2,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,9,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000010,TXN00003207,1,REC-A-TXN00003207,PaymentProcessorA,ACC001246,2026-05-26,179.44,GBP,Completed,2,REC-B-TXN00003207; REC-B-TXN00003207-DUP,CoreBankingB,ACC001246,2026-05-26,179.44,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,40,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000011,TXN00003239,1,REC-A-TXN00003239,PaymentProcessorA,ACC000841,2026-01-05,258.08,EUR,Completed,2,REC-B-TXN00003239; REC-B-TXN00003239-DUP,CoreBankingB,ACC000841,2026-01-05,258.08,EUR,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,181,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000012,TXN00003435,1,REC-A-TXN00003435,PaymentProcessorA,ACC000703,2026-03-08,90.38,EUR,Completed,2,REC-B-TXN00003435; REC-B-TXN00003435-DUP,CoreBankingB,ACC000703,2026-03-08,90.38,EUR,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,119,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000013,TXN00004512,1,REC-A-TXN00004512,PaymentProcessorA,ACC001156,2026-04-26,20.56,GBP,Completed,2,REC-B-TXN00004512; REC-B-TXN00004512-DUP,CoreBankingB,ACC001156,2026-04-26,20.56,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,70,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000014,TXN00005010,1,REC-A-TXN00005010,PaymentProcessorA,ACC000222,2026-05-18,63.82,GBP,Completed,2,REC-B-TXN00005010; REC-B-TXN00005010-DUP,CoreBankingB,ACC000222,2026-05-18,63.82,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,48,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000015,TXN00005928,1,REC-A-TXN00005928,PaymentProcessorA,ACC001002,2026-01-28,25.23,GBP,Completed,2,REC-B-TXN00005928; REC-B-TXN00005928-DUP,CoreBankingB,ACC001002,2026-01-28,25.23,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,158,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000016,TXN00005999,1,REC-A-TXN00005999,PaymentProcessorA,ACC001251,2026-04-04,121.43,GBP,Completed,2,REC-B-TXN00005999; REC-B-TXN00005999-DUP,CoreBankingB,ACC001251,2026-04-04,121.43,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,92,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000017,TXN00006046,1,REC-A-TXN00006046,PaymentProcessorA,ACC000953,2026-05-19,96.27,GBP,Completed,2,REC-B-TXN00006046; REC-B-TXN00006046-DUP,CoreBankingB,ACC000953,2026-05-19,96.27,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,47,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000018,TXN00006323,1,REC-A-TXN00006323,PaymentProcessorA,ACC000697,2026-02-02,148.71,GBP,Completed,2,REC-B-TXN00006323; REC-B-TXN00006323-DUP,CoreBankingB,ACC000697,2026-02-02,148.71,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,153,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000019,TXN00006474,1,REC-A-TXN00006474,PaymentProcessorA,ACC000477,2026-05-27,104.42,GBP,Completed,2,REC-B-TXN00006474; REC-B-TXN00006474-DUP,CoreBankingB,ACC000477,2026-05-27,104.42,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,39,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000020,TXN00006482,1,REC-A-TXN00006482,PaymentProcessorA,ACC000005,2026-01-22,22.22,USD,Completed,2,REC-B-TXN00006482; REC-B-TXN00006482-DUP,CoreBankingB,ACC000005,2026-01-22,22.22,USD,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,164,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000021,TXN00007047,1,REC-A-TXN00007047,PaymentProcessorA,ACC000707,2026-04-19,101.66,GBP,Completed,2,REC-B-TXN00007047; REC-B-TXN00007047-DUP,CoreBankingB,ACC000707,2026-04-19,101.66,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,77,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000022,TXN00008814,1,REC-A-TXN00008814,PaymentProcessorA,ACC000517,2026-05-16,124.03,GBP,Completed,2,REC-B-TXN00008814; REC-B-TXN00008814-DUP,CoreBankingB,ACC000517,2026-05-16,124.03,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,50,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000023,TXN00008842,1,REC-A-TXN00008842,PaymentProcessorA,ACC000292,2026-06-23,120.44,GBP,Completed,2,REC-B-TXN00008842; REC-B-TXN00008842-DUP,CoreBankingB,ACC000292,2026-06-23,120.44,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,12,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000024,TXN00008851,1,REC-A-TXN00008851,PaymentProcessorA,ACC000851,2026-06-18,48.07,GBP,Completed,2,REC-B-TXN00008851; REC-B-TXN00008851-DUP,CoreBankingB,ACC000851,2026-06-18,48.07,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,17,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000025,TXN00008971,1,REC-A-TXN00008971,PaymentProcessorA,ACC000075,2026-02-07,7.64,GBP,Completed,2,REC-B-TXN00008971; REC-B-TXN00008971-DUP,CoreBankingB,ACC000075,2026-02-07,7.64,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,148,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000026,TXN00009121,1,REC-A-TXN00009121,PaymentProcessorA,ACC000130,2026-03-16,2686.17,GBP,Completed,2,REC-B-TXN00009121; REC-B-TXN00009121-DUP,CoreBankingB,ACC000130,2026-03-16,2686.17,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,111,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000027,TXN00009203,1,REC-A-TXN00009203,PaymentProcessorA,ACC000918,2026-04-14,22.93,GBP,Completed,2,REC-B-TXN00009203; REC-B-TXN00009203-DUP,CoreBankingB,ACC000918,2026-04-14,22.93,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,82,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000028,TXN00009690,1,REC-A-TXN00009690,PaymentProcessorA,ACC000927,2026-02-12,15.99,GBP,Completed,2,REC-B-TXN00009690; REC-B-TXN00009690-DUP,CoreBankingB,ACC000927,2026-02-12,15.99,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,143,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000029,TXN00009886,1,REC-A-TXN00009886,PaymentProcessorA,ACC000084,2026-02-22,9.66,GBP,Completed,2,REC-B-TXN00009886; REC-B-TXN00009886-DUP,CoreBankingB,ACC000084,2026-02-22,9.66,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,133,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000030,TXN00009899,1,REC-A-TXN00009899,PaymentProcessorA,ACC000411,2026-04-01,35.41,GBP,Completed,2,REC-B-TXN00009899; REC-B-TXN00009899-DUP,CoreBankingB,ACC000411,2026-04-01,35.41,GBP,Completed,0.0,0.0,DUPLICATE_IN_B,DUPLICATE_IN_B,1,High,Break,95,Open,Senior Reconciliation Analyst,Review duplicate core banking records and confirm whether duplicate posting occurred.
REC-CASE-000031,EXTRA-TXN00000011,0,,,,,,,,1,REC-B-EXTRA-TXN00000011,CoreBankingB,ACC000746,2026-06-18,23.03,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,17,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000032,EXTRA-TXN00001248,0,,,,,,,,1,REC-B-EXTRA-TXN00001248,CoreBankingB,ACC000152,2026-01-05,98.7,USD,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,181,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000033,EXTRA-TXN00001288,0,,,,,,,,1,REC-B-EXTRA-TXN00001288,CoreBankingB,ACC000047,2026-02-15,56.65,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,140,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000034,EXTRA-TXN00001407,0,,,,,,,,1,REC-B-EXTRA-TXN00001407,CoreBankingB,ACC000151,2026-04-19,54.31,USD,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,77,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000035,EXTRA-TXN00001417,0,,,,,,,,1,REC-B-EXTRA-TXN00001417,CoreBankingB,ACC000178,2026-05-31,55.68,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,35,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000036,EXTRA-TXN00001517,0,,,,,,,,1,REC-B-EXTRA-TXN00001517,CoreBankingB,ACC001093,2026-06-18,115.43,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,17,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000037,EXTRA-TXN00001598,0,,,,,,,,1,REC-B-EXTRA-TXN00001598,CoreBankingB,ACC000316,2026-06-30,22.09,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,5,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000038,EXTRA-TXN00001619,0,,,,,,,,1,REC-B-EXTRA-TXN00001619,CoreBankingB,ACC001073,2026-04-04,48.58,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,92,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000039,EXTRA-TXN00001643,0,,,,,,,,1,REC-B-EXTRA-TXN00001643,CoreBankingB,ACC001160,2026-02-10,4.17,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,145,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000040,EXTRA-TXN00002426,0,,,,,,,,1,REC-B-EXTRA-TXN00002426,CoreBankingB,ACC000596,2026-05-03,59.3,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,63,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000041,EXTRA-TXN00003498,0,,,,,,,,1,REC-B-EXTRA-TXN00003498,CoreBankingB,ACC000467,2026-03-17,55.79,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,110,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000042,EXTRA-TXN00004140,0,,,,,,,,1,REC-B-EXTRA-TXN00004140,CoreBankingB,ACC000383,2026-05-26,7.95,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,40,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000043,EXTRA-TXN00004388,0,,,,,,,,1,REC-B-EXTRA-TXN00004388,CoreBankingB,ACC000655,2026-04-21,33.81,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,75,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000044,EXTRA-TXN00004639,0,,,,,,,,1,REC-B-EXTRA-TXN00004639,CoreBankingB,ACC001113,2026-02-28,5.4,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,127,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000045,EXTRA-TXN00004943,0,,,,,,,,1,REC-B-EXTRA-TXN00004943,CoreBankingB,ACC001162,2026-06-10,72.91,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,25,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000046,EXTRA-TXN00005047,0,,,,,,,,1,REC-B-EXTRA-TXN00005047,CoreBankingB,ACC000266,2026-03-15,49.79,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,112,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000047,EXTRA-TXN00005236,0,,,,,,,,1,REC-B-EXTRA-TXN00005236,CoreBankingB,ACC000029,2026-03-19,6.21,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,108,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000048,EXTRA-TXN00006482,0,,,,,,,,1,REC-B-EXTRA-TXN00006482,CoreBankingB,ACC000005,2026-01-22,22.22,USD,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,164,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000049,EXTRA-TXN00006809,0,,,,,,,,1,REC-B-EXTRA-TXN00006809,CoreBankingB,ACC000821,2026-06-10,17.97,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,25,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000050,EXTRA-TXN00007018,0,,,,,,,,1,REC-B-EXTRA-TXN00007018,CoreBankingB,ACC000520,2026-02-19,12.75,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,136,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000051,EXTRA-TXN00007244,0,,,,,,,,1,REC-B-EXTRA-TXN00007244,CoreBankingB,ACC000040,2026-03-18,22.22,EUR,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,109,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000052,EXTRA-TXN00007476,0,,,,,,,,1,REC-B-EXTRA-TXN00007476,CoreBankingB,ACC000085,2026-06-30,49.08,EUR,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,5,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000053,EXTRA-TXN00007615,0,,,,,,,,1,REC-B-EXTRA-TXN00007615,CoreBankingB,ACC000386,2026-01-08,105.63,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,178,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000054,EXTRA-TXN00007918,0,,,,,,,,1,REC-B-EXTRA-TXN00007918,CoreBankingB,ACC001033,2026-02-18,2347.09,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,137,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000055,EXTRA-TXN00008073,0,,,,,,,,1,REC-B-EXTRA-TXN00008073,CoreBankingB,ACC000052,2026-05-29,9.74,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,37,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000056,EXTRA-TXN00008208,0,,,,,,,,1,REC-B-EXTRA-TXN00008208,CoreBankingB,ACC000571,2026-01-13,26.96,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,173,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000057,EXTRA-TXN00009067,0,,,,,,,,1,REC-B-EXTRA-TXN00009067,CoreBankingB,ACC000461,2026-03-17,35.47,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,110,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000058,EXTRA-TXN00009406,0,,,,,,,,1,REC-B-EXTRA-TXN00009406,CoreBankingB,ACC001258,2026-02-25,32.53,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,130,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000059,EXTRA-TXN00009918,0,,,,,,,,1,REC-B-EXTRA-TXN00009918,CoreBankingB,ACC000689,2026-01-06,41.99,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,180,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000060,EXTRA-TXN00009973,0,,,,,,,,1,REC-B-EXTRA-TXN00009973,CoreBankingB,ACC000522,2026-01-16,16.09,GBP,Completed,,,MISSING_IN_A,MISSING_IN_A,1,High,Break,170,Open,Senior Reconciliation Analyst,Investigate record present in core banking file but missing from payment processor file.
REC-CASE-000061,TXN00000082,1,REC-A-TXN00000082,PaymentProcessorA,ACC001012,2026-04-11,91.41,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,85,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000062,TXN00000120,1,REC-A-TXN00000120,PaymentProcessorA,ACC000265,2026-06-22,13.59,GBP,Pending,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,13,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000063,TXN00000322,1,REC-A-TXN00000322,PaymentProcessorA,ACC001269,2026-01-13,55.31,GBP,Pending,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,173,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000064,TXN00000336,1,REC-A-TXN00000336,PaymentProcessorA,ACC000882,2026-04-06,86.29,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,90,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000065,TXN00000402,1,REC-A-TXN00000402,PaymentProcessorA,ACC000811,2026-03-08,69.78,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,119,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
REC-CASE-000066,TXN00000409,1,REC-A-TXN00000409,PaymentProcessorA,ACC000242,2026-02-28,4.76,GBP,Completed,0,,,,,,,,,,MISSING_IN_B,MISSING_IN_B,1,High,Break,127,Open,Senior Reconciliation Analyst,Investigate record present in payment processor file but missing from core banking file.
