pattern_id,pattern_type,source_account_id,destination_account_id,source_customer_id,destination_customer_id,transfer_count,total_amount,max_amount,pattern_risk_score,pattern_explanation,recommended_action
GRAPH-PATTERN-000111,HIGH_OUTBOUND_TRANSFER_HUB,ACC000097,,CUST000949,,3,7952.26,7744.68,43.3,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000112,HIGH_OUTBOUND_TRANSFER_HUB,ACC000923,,CUST000897,,3,7349.02,7193.12,42.9,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000113,HIGH_OUTBOUND_TRANSFER_HUB,ACC001057,,CUST000063,,4,5715.04,5528.47,42.81,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000114,HIGH_OUTBOUND_TRANSFER_HUB,ACC000404,,CUST000874,,4,5573.72,5361.18,42.72,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000115,HIGH_OUTBOUND_TRANSFER_HUB,ACC000879,,CUST000777,,4,5459.97,4791.33,42.64,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000116,HIGH_OUTBOUND_TRANSFER_HUB,ACC000091,,CUST000340,,3,6935.11,6878.9,42.62,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000117,HIGH_OUTBOUND_TRANSFER_HUB,ACC000216,,CUST000763,,3,6737.53,6497.91,42.49,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000118,HIGH_OUTBOUND_TRANSFER_HUB,ACC000447,,CUST000371,,5,3708.13,3205.73,42.47,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000119,HIGH_OUTBOUND_TRANSFER_HUB,ACC000260,,CUST000166,,7,615.58,355.51,42.41,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000120,HIGH_OUTBOUND_TRANSFER_HUB,ACC000367,,CUST000543,,6,2077.11,1821.33,42.38,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000121,HIGH_OUTBOUND_TRANSFER_HUB,ACC001228,,CUST000311,,7,539.97,178.23,42.36,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000122,HIGH_OUTBOUND_TRANSFER_HUB,ACC000550,,CUST000879,,7,508.06,127.28,42.34,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000123,HIGH_OUTBOUND_TRANSFER_HUB,ACC000119,,CUST000231,,5,3337.33,3091.66,42.22,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000124,HIGH_OUTBOUND_TRANSFER_HUB,ACC000601,,CUST000265,,5,3257.45,2574.79,42.17,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000125,HIGH_OUTBOUND_TRANSFER_HUB,ACC001284,,CUST000002,,5,3167.59,2709.16,42.11,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000126,HIGH_OUTBOUND_TRANSFER_HUB,ACC000069,,CUST000968,,3,5943.18,5804.84,41.96,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000127,HIGH_INBOUND_COLLECTION_HUB,,ACC000497,,CUST000893,1,4407.3,4407.3,41.94,One account receives funds from many sources or receives unusually high total transfer value.,Review whether this account is acting as a collection point.
GRAPH-PATTERN-000128,HIGH_INBOUND_COLLECTION_HUB,,ACC000969,,CUST000563,1,4382.76,4382.76,41.92,One account receives funds from many sources or receives unusually high total transfer value.,Review whether this account is acting as a collection point.
GRAPH-PATTERN-000129,HIGH_OUTBOUND_TRANSFER_HUB,ACC000178,,CUST000919,,2,7191.58,7146.28,41.79,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000130,HIGH_OUTBOUND_TRANSFER_HUB,ACC001231,,CUST000765,,5,2622.63,2478.84,41.75,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000131,HIGH_OUTBOUND_TRANSFER_HUB,ACC000184,,CUST000900,,5,2622.06,2328.74,41.75,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000132,HIGH_OUTBOUND_TRANSFER_HUB,ACC000966,,CUST000372,,4,3952.06,3875.12,41.63,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000133,HIGH_OUTBOUND_TRANSFER_HUB,ACC000239,,CUST000221,,4,3928.36,3591.74,41.62,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000134,HIGH_OUTBOUND_TRANSFER_HUB,ACC000322,,CUST000143,,6,930.61,453.75,41.62,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000135,HIGH_OUTBOUND_TRANSFER_HUB,ACC000717,,CUST000731,,6,727.13,376.82,41.48,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000136,HIGH_OUTBOUND_TRANSFER_HUB,ACC000253,,CUST000213,,6,566.84,208.31,41.38,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000137,HIGH_OUTBOUND_TRANSFER_HUB,ACC000146,,CUST000673,,6,565.05,144.71,41.38,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000138,HIGH_OUTBOUND_TRANSFER_HUB,ACC000124,,CUST000573,,6,564.06,269.16,41.38,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000139,HIGH_OUTBOUND_TRANSFER_HUB,ACC000722,,CUST000661,,6,558.02,288.76,41.37,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000140,HIGH_OUTBOUND_TRANSFER_HUB,ACC000941,,CUST000252,,6,552.07,201.14,41.37,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000141,HIGH_OUTBOUND_TRANSFER_HUB,ACC000285,,CUST000943,,6,525.33,202.44,41.35,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000142,HIGH_OUTBOUND_TRANSFER_HUB,ACC000637,,CUST000582,,5,1998.14,1513.91,41.33,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000143,HIGH_OUTBOUND_TRANSFER_HUB,ACC000786,,CUST000256,,6,487.02,155.12,41.32,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000144,HIGH_OUTBOUND_TRANSFER_HUB,ACC000640,,CUST000782,,4,3422.67,3111.0,41.28,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000145,HIGH_OUTBOUND_TRANSFER_HUB,ACC001005,,CUST000863,,6,335.22,104.88,41.22,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000146,HIGH_OUTBOUND_TRANSFER_HUB,ACC000063,,CUST000913,,5,1772.27,1620.66,41.18,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000147,HIGH_OUTBOUND_TRANSFER_HUB,ACC000378,,CUST000393,,6,257.79,71.53,41.17,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000148,HIGH_OUTBOUND_TRANSFER_HUB,ACC000241,,CUST000290,,4,3139.3,3060.76,41.09,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000149,HIGH_OUTBOUND_TRANSFER_HUB,ACC000379,,CUST000030,,2,6048.0,5749.13,41.03,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000150,HIGH_INBOUND_COLLECTION_HUB,,ACC001123,,CUST000973,1,2879.68,2879.68,40.92,One account receives funds from many sources or receives unusually high total transfer value.,Review whether this account is acting as a collection point.
GRAPH-PATTERN-000151,HIGH_OUTBOUND_TRANSFER_HUB,ACC000609,,CUST000510,,5,1299.18,474.73,40.87,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000152,HIGH_OUTBOUND_TRANSFER_HUB,ACC000169,,CUST000565,,4,2757.85,2610.97,40.84,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000153,HIGH_INBOUND_COLLECTION_HUB,,ACC000437,,CUST000221,1,2709.16,2709.16,40.81,One account receives funds from many sources or receives unusually high total transfer value.,Review whether this account is acting as a collection point.
GRAPH-PATTERN-000154,HIGH_OUTBOUND_TRANSFER_HUB,ACC000579,,CUST000839,,5,1005.16,732.08,40.67,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000155,HIGH_OUTBOUND_TRANSFER_HUB,ACC001130,,CUST000322,,2,5490.89,5474.18,40.66,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000156,HIGH_OUTBOUND_TRANSFER_HUB,ACC000893,,CUST000821,,5,928.55,364.49,40.62,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000157,HIGH_OUTBOUND_TRANSFER_HUB,ACC001268,,CUST000025,,5,878.09,381.27,40.59,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000158,HIGH_OUTBOUND_TRANSFER_HUB,ACC000715,,CUST000183,,5,845.15,706.74,40.56,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000159,HIGH_OUTBOUND_TRANSFER_HUB,ACC000578,,CUST000182,,5,835.85,356.47,40.56,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000160,HIGH_OUTBOUND_TRANSFER_HUB,ACC000707,,CUST000303,,5,757.01,307.42,40.5,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000161,HIGH_OUTBOUND_TRANSFER_HUB,ACC001007,,CUST000778,,5,744.82,382.39,40.5,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000162,HIGH_OUTBOUND_TRANSFER_HUB,ACC000795,,CUST000571,,5,736.49,416.43,40.49,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000163,HIGH_OUTBOUND_TRANSFER_HUB,ACC000517,,CUST000842,,5,719.1,426.25,40.48,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000164,HIGH_OUTBOUND_TRANSFER_HUB,ACC000563,,CUST000463,,5,699.01,472.08,40.47,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000165,HIGH_OUTBOUND_TRANSFER_HUB,ACC000335,,CUST000155,,5,685.89,382.22,40.46,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000166,HIGH_OUTBOUND_TRANSFER_HUB,ACC001003,,CUST000002,,5,673.69,268.2,40.45,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000167,HIGH_OUTBOUND_TRANSFER_HUB,ACC000869,,CUST000813,,5,659.25,336.5,40.44,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000168,HIGH_OUTBOUND_TRANSFER_HUB,ACC001046,,CUST000300,,5,625.64,379.32,40.42,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000169,HIGH_OUTBOUND_TRANSFER_HUB,ACC001034,,CUST000552,,5,609.82,334.59,40.41,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000170,HIGH_OUTBOUND_TRANSFER_HUB,ACC000894,,CUST000803,,5,602.0,250.8,40.4,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000171,HIGH_OUTBOUND_TRANSFER_HUB,ACC001254,,CUST000120,,5,545.95,228.74,40.36,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000172,HIGH_OUTBOUND_TRANSFER_HUB,ACC000742,,CUST000078,,5,518.67,223.19,40.35,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000173,HIGH_OUTBOUND_TRANSFER_HUB,ACC000569,,CUST000969,,5,515.87,241.1,40.34,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000174,HIGH_OUTBOUND_TRANSFER_HUB,ACC000662,,CUST000198,,5,510.04,170.48,40.34,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000175,HIGH_OUTBOUND_TRANSFER_HUB,ACC000515,,CUST000283,,5,484.54,234.02,40.32,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000176,HIGH_OUTBOUND_TRANSFER_HUB,ACC000685,,CUST000476,,5,474.87,138.07,40.32,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000177,HIGH_OUTBOUND_TRANSFER_HUB,ACC000526,,CUST000682,,5,474.64,222.18,40.32,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000178,HIGH_OUTBOUND_TRANSFER_HUB,ACC000211,,CUST000983,,2,4970.86,4407.3,40.31,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000179,HIGH_OUTBOUND_TRANSFER_HUB,ACC000501,,CUST000963,,5,459.43,179.4,40.31,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000180,HIGH_OUTBOUND_TRANSFER_HUB,ACC001172,,CUST000179,,5,450.05,351.49,40.3,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000181,HIGH_OUTBOUND_TRANSFER_HUB,ACC000732,,CUST000043,,5,434.8,170.0,40.29,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000182,HIGH_OUTBOUND_TRANSFER_HUB,ACC000198,,CUST000920,,5,433.95,160.59,40.29,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000183,HIGH_OUTBOUND_TRANSFER_HUB,ACC000498,,CUST000782,,2,4874.93,4859.21,40.25,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000184,HIGH_OUTBOUND_TRANSFER_HUB,ACC000593,,CUST000029,,5,349.56,239.63,40.23,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000185,HIGH_OUTBOUND_TRANSFER_HUB,ACC000596,,CUST000914,,5,331.71,125.16,40.22,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000186,HIGH_OUTBOUND_TRANSFER_HUB,ACC000353,,CUST000346,,5,328.44,122.91,40.22,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000187,HIGH_OUTBOUND_TRANSFER_HUB,ACC000200,,CUST000855,,5,322.57,117.25,40.22,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000188,HIGH_OUTBOUND_TRANSFER_HUB,ACC000711,,CUST000455,,3,3312.49,3158.67,40.21,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000189,HIGH_OUTBOUND_TRANSFER_HUB,ACC001279,,CUST000783,,5,304.68,106.41,40.2,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000190,HIGH_OUTBOUND_TRANSFER_HUB,ACC001097,,CUST000762,,5,281.67,147.06,40.19,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000191,HIGH_OUTBOUND_TRANSFER_HUB,ACC000395,,CUST000100,,5,277.38,146.92,40.18,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000192,HIGH_OUTBOUND_TRANSFER_HUB,ACC000163,,CUST000244,,5,276.83,98.76,40.18,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000193,HIGH_OUTBOUND_TRANSFER_HUB,ACC000273,,CUST000106,,5,226.72,106.16,40.15,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000194,HIGH_OUTBOUND_TRANSFER_HUB,ACC001133,,CUST000490,,5,193.19,89.33,40.13,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000195,HIGH_OUTBOUND_TRANSFER_HUB,ACC001275,,CUST000033,,5,142.11,44.02,40.09,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000196,HIGH_OUTBOUND_TRANSFER_HUB,ACC001271,,CUST000149,,3,3100.2,2924.23,40.07,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000197,HIGH_OUTBOUND_TRANSFER_HUB,ACC001081,,CUST000741,,5,81.4,30.79,40.05,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000198,HIGH_OUTBOUND_TRANSFER_HUB,ACC000751,,CUST000459,,2,4548.11,4473.99,40.03,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000199,HIGH_OUTBOUND_TRANSFER_HUB,ACC000672,,CUST000693,,3,2976.27,2883.3,39.98,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000200,HIGH_OUTBOUND_TRANSFER_HUB,ACC000315,,CUST000343,,3,2974.15,2748.8,39.98,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000201,HIGH_OUTBOUND_TRANSFER_HUB,ACC000018,,CUST000203,,3,2927.07,1588.61,39.95,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000202,HIGH_OUTBOUND_TRANSFER_HUB,ACC000249,,CUST000930,,2,4411.79,4382.76,39.94,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000203,HIGH_OUTBOUND_TRANSFER_HUB,ACC000831,,CUST000951,,3,2742.73,2698.15,39.83,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000204,HIGH_OUTBOUND_TRANSFER_HUB,ACC000948,,CUST000362,,2,4056.31,4026.68,39.7,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000205,HIGH_OUTBOUND_TRANSFER_HUB,ACC000081,,CUST000787,,3,2516.55,1890.65,39.68,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000206,HIGH_OUTBOUND_TRANSFER_HUB,ACC000308,,CUST000658,,2,3997.59,3951.0,39.67,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000207,HIGH_OUTBOUND_TRANSFER_HUB,ACC000932,,CUST000624,,1,5409.29,5409.29,39.61,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000208,HIGH_OUTBOUND_TRANSFER_HUB,ACC000861,,CUST000656,,1,5142.79,5142.79,39.43,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000209,HIGH_OUTBOUND_TRANSFER_HUB,ACC000087,,CUST000383,,2,3588.81,3527.51,39.39,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000210,HIGH_OUTBOUND_TRANSFER_HUB,ACC000407,,CUST000747,,2,3361.72,3306.67,39.24,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000211,HIGH_OUTBOUND_TRANSFER_HUB,ACC000813,,CUST000999,,2,2995.84,2951.52,39.0,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000212,HIGH_OUTBOUND_TRANSFER_HUB,ACC001015,,CUST000776,,1,4474.02,4474.02,38.98,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000213,HIGH_OUTBOUND_TRANSFER_HUB,ACC000962,,CUST000713,,2,2916.17,2890.33,38.94,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000214,HIGH_OUTBOUND_TRANSFER_HUB,ACC000015,,CUST000921,,2,2745.76,2640.92,38.83,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000215,HIGH_OUTBOUND_TRANSFER_HUB,ACC000229,,CUST000356,,2,2659.46,2536.68,38.77,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000216,HIGH_OUTBOUND_TRANSFER_HUB,ACC000533,,CUST000423,,2,2520.2,2476.72,38.68,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000217,HIGH_OUTBOUND_TRANSFER_HUB,ACC000037,,CUST000687,,2,2493.44,2431.81,38.66,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000218,HIGH_OUTBOUND_TRANSFER_HUB,ACC000572,,CUST000206,,1,3736.89,3736.89,38.49,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000219,HIGH_OUTBOUND_TRANSFER_HUB,ACC000390,,CUST000622,,1,3685.79,3685.79,38.46,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000220,HIGH_OUTBOUND_TRANSFER_HUB,ACC000040,,CUST000225,,1,3577.06,3577.06,38.38,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000221,HIGH_OUTBOUND_TRANSFER_HUB,ACC000056,,CUST000922,,1,3077.58,3077.58,38.05,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000222,HIGH_OUTBOUND_TRANSFER_HUB,ACC001195,,CUST000851,,1,2879.68,2879.68,37.92,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
GRAPH-PATTERN-000223,HIGH_OUTBOUND_TRANSFER_HUB,ACC000408,,CUST000935,,1,2761.76,2761.76,37.84,One account sends funds to many destinations or sends unusually high total transfer value.,Review outgoing transfer activity and verify customer purpose.
